user_id,numAnniElite,numAmici,sCompl,fans,review_count,useful,funny,cool,valore
akFg3cvYqbihkdYUIjTauQ,0,0,0,0,2,0,0,0,0.12
_6Xh4h2EOxAZqzsTsJ_4OA,0,0,0,0,1,0,0,0,0.06
hQMrvOgSxwq56kD9HhStWw,0,0,0,0,1,0,0,0,0.06
qWMB7hzUHO8Bln1rnRhaMw,0,0,0,0,3,0,0,0,0.18
tmi5enLbYFDJCkbfsj7HOA,0,0,0,0,1,0,0,0,0.06
6bHVsO48Xi97pUwduNMoaw,0,0,0,0,3,0,1,1,0.26
_t6M1XM-4L9XAJ5GBs9Wpw,0,0,0,0,1,0,0,0,0.06
EPvYURBSmAevAWLj47F-4w,0,0,0,0,3,2,0,0,0.56
tMNryVdaICS7Vpm5ThNKIA,0,0,4,1,13,0,0,0,1.31
GMGZsk1dj043UI3zWgo3cw,0,0,0,0,0,0,0,0,0.0
gb8PYSCKlvPbMWnqIWXmlQ,0,0,0,0,4,6,0,0,1.3800000000000001
9kdlTEgDlIjoR1fmTzwI5w,0,0,0,0,1,0,0,0,0.06
L58r9owAlbtELcyFHOZ-jA,0,0,0,0,1,0,0,0,0.06
hAZCoaV9rIgJKi0dFiyHlg,0,0,0,0,1,0,0,0,0.06
9n2IwcyI3CNxvs1OrKHphA,0,0,0,0,2,0,0,0,0.12
4gcu8tVb5ZbXj0AP6ZunOg,0,0,0,0,2,0,0,0,0.12
ow0ZvXgmJgBIc2dgduTtDQ,0,0,0,0,1,0,0,0,0.06
bZkZgll3Fii18x3WRtB5Lg,0,0,4,2,62,0,0,0,4.38
O1DNr2HNo5yiyfQKZ7HRBg,0,0,0,0,1,0,0,0,0.06
u1JFZVeEXBPgEojjy_sI_A,0,0,0,0,3,0,0,0,0.18
KWmiBNDFVSvWmU9i0lrlog,0,0,0,0,1,0,0,0,0.06
QRKFdoxJSXbN4Ui1a2wttQ,0,0,0,0,2,1,5,2,0.5599999999999999
dGa8T4NqzHCsZhMiYOGktw,0,0,0,0,1,0,0,0,0.06
NNUCy-mWCYCROLs1wJRmCQ,0,0,1,0,13,12,2,0,3.22
kfsHOIsLk2aBj1yHYItx6g,0,0,0,0,1,0,0,0,0.06
jYnkJR3T8yCERXywoVhWYA,0,263,8,3,48,15,6,2,33.5
QP0vGv2H8h30ijlI-EkMGg,0,0,0,0,1,1,0,1,0.3
mWeIs5leEHuM2m6uHET32w,0,0,0,0,1,0,0,0,0.06
1iIebpwPVifig9Xi0EI8Dg,0,0,2,0,4,5,2,0,1.45
NJhhRGV7jvt2a4JApVw9EA,0,0,0,0,2,1,0,0,0.31
_P215TQRt2RlnoN9jLGygg,0,0,0,0,9,0,0,0,0.54
hic9wcuQuqa3yXdf34qfbg,0,0,0,0,6,0,0,0,0.36
AUeeFb-1kN-ssfb39FJIBA,0,0,0,0,4,0,0,0,0.24
jPbLyRJWygYEbA-FWMx3Gw,0,0,0,0,5,4,0,0,1.06
pE08CrioZMP7bhmzgZkDGw,0,0,0,0,6,1,0,0,0.55
OZKh_VLIhh_tL5r3Lr-EtA,0,0,0,0,1,0,0,0,0.06
fV8Yr0c5tFQTQ2SRRJHXHw,1,100,40,1,50,43,12,5,25.96
R_jGXfWM2OT1cCVTMMH-jw,0,0,0,1,8,0,0,0,0.61
y35YADguSrDMGNMZK6r5MQ,0,0,0,0,1,0,0,0,0.06
g3PvxqzdJlaZ-ob7K8sC7g,0,0,0,0,2,0,0,0,0.12
gkMSWgpoBcc96JqhMFbKJg,0,0,0,0,19,45,0,1,9.740000000000002
B46q0uJGiuzTtcYXknkgcQ,0,0,0,0,83,0,0,0,4.9799999999999995
vA4LM76VgKuw7IzEBdyecg,0,0,0,0,1,0,0,0,0.06
RetgmtjEJrWQeTjLYo46MQ,0,0,0,0,1,0,0,0,0.06
nBDJyPdJ-wn41skUV2QrhQ,0,0,0,0,1,0,0,0,0.06
W5GkZO-8n7qrr-Ws5nEL-w,0,0,0,0,7,1,0,0,0.61
oMT1lSrACglwgFPDBYEIuA,0,0,0,0,54,0,0,0,3.2399999999999998
OaKaMTSVSqU0TZY9Rpbd-w,0,0,0,0,1,0,0,0,0.06
Uai3Mn-Ro7LwIKJrEdONuw,0,0,0,0,6,0,0,0,0.36
t27CQ2vYWbrQTsgJrnNYFw,0,0,2,0,7,0,0,0,0.62
uoNm7vaHUs8PrxGYO5NCGA,0,0,0,0,8,0,0,0,0.48
58guXrSqpOxnKoeuTxLdag,0,0,0,0,31,0,0,0,1.8599999999999999
XyGCnY05-v_lNCxoiT1y5g,0,0,1,0,4,0,0,0,0.33999999999999997
3GKe3Nscq7Jtrt4xUbf_XA,0,0,0,0,5,1,0,0,0.49
_nJ2WdJRAL4toJ24dag_Kw,0,0,0,0,2,0,0,0,0.12
N0Erq1dB7iXtkBdKrtArdQ,0,0,0,0,1,0,0,0,0.06
zfDcvo9F7d9fAA_hWcBC5Q,0,0,0,0,7,0,0,0,0.42
MQkIMPVmgCoC26Nn5LdkHw,0,0,0,0,6,0,0,0,0.36
hpG8FtZgiroAk45t0iGIoA,0,0,0,0,2,1,0,0,0.31
c7NwhrSXaWqnIRdIByWyAA,0,0,0,0,1,0,0,0,0.06
HQpUPfZOZseRKl2gLol23w,0,0,0,0,1,0,0,0,0.06
oupWLi314sl4YbQZp6uLKQ,0,0,0,0,4,0,0,0,0.24
4W9XxyGSHXUlAIfJ2ySBIQ,0,0,1,0,11,1,0,0,0.95
HZr0z5Af864OVnYrKeESLg,0,0,0,0,1,0,0,0,0.06
ZWS9laGC1zPPawNMUa1gWg,0,0,0,0,6,0,0,0,0.36
xkX7E41qh8FPC_z05Loihg,0,0,0,0,20,20,0,0,5.0
sPei4OMx1Lgh9XhPavEfjA,0,0,1,0,9,0,0,0,0.64
pzpbr9mlagHhDRdin8DvPQ,0,199,0,0,31,70,4,68,38.58
9JzGrBeE2mee_Nd-ph3Kqg,0,0,0,0,3,1,0,0,0.37
RJaOM110aQlyfab_mYBw4w,0,0,0,0,1,0,0,0,0.06
WWCTh-OfgMhvj49N50TChQ,0,0,0,0,3,0,0,0,0.18
pZmjgg_9mKpYyeVTNg1_hA,0,0,0,0,2,0,0,0,0.12
E4LX-6jnd-ZoZ0mwMGbWmw,0,0,0,0,8,1,1,0,0.7
ceC_Pv6S-r7NSxe7lBG4wg,0,0,0,0,3,0,0,0,0.18
W12QV3vA9ihRramIR-PkyA,0,0,0,0,3,1,0,0,0.37
a3oyAbIwsuL0f-zoKtTvMQ,0,0,0,0,3,10,1,0,2.11
m0_0G3cpy3IsJA3V8PwCAw,0,0,0,0,5,0,0,0,0.3
ioGZM2EjWbtd8vt__ZHicg,0,0,0,0,2,0,0,0,0.12
dhCYY22h6zFy3NuQHJWr9w,0,0,0,0,21,0,0,0,1.26
xc7FAf05cdtH0Lg2ow40Ag,0,0,0,0,3,17,0,0,3.41
soTbfMymlIGp9nTLiYKtxQ,0,0,0,0,9,0,0,0,0.54
pUIS5hPslPkRcPKrNEYTWA,0,0,0,0,5,0,0,0,0.3
qARmHuAanZxBpufYQc9lOg,0,0,0,0,5,0,0,0,0.3
mE1lhDaVawNB-yhV0DfyFQ,0,0,0,0,1,0,0,0,0.06
qiuU9vkzodmWlcWUniREoA,0,0,0,0,1,0,0,0,0.06
uLmRNT2One144CamBjeMSg,0,0,0,0,2,0,0,0,0.12
Kh5OhJc4VH8duYEWIhlfVA,0,0,0,0,1,0,0,0,0.06
u4dZNTXFaZLK4hOqCbSihg,0,0,0,0,1,0,0,0,0.06
DYecV_5ZLAVaPeLuA6BIIg,0,0,0,0,1,3,0,0,0.6300000000000001
86M8RPM6g0QFCOLNNfMMjg,0,0,1,0,19,0,0,0,1.24
iwt6Qmymflsj794B_yN3WA,0,0,0,0,2,3,0,0,0.6900000000000001
3TfcEmbX2OjfyC0mF2DtUw,0,0,0,0,2,0,0,0,0.12
r07c4hThOYNfUwKLFDBBSA,0,0,0,0,1,0,0,0,0.06
rv_F9s6EM_cd6Es7q30jxQ,0,0,0,0,2,0,0,0,0.12
X-yLZasrQYb4hWTdP-fOGQ,0,0,1,0,54,283,13,10,58.0
w6PaAHfXtbCpzC49ka-ErQ,0,0,0,0,6,0,0,0,0.36
IYG7JQAhCGP_mRmxQ8i4Dw,0,0,0,0,4,0,0,0,0.24
ff81XBFhblnOzH_5fBjcUQ,0,0,0,0,3,0,0,0,0.18
fdwSLhheKH0GHgATgiebHg,0,0,0,0,1,0,0,0,0.06
B-ruI5C0gr2EJUt44cWX0A,0,201,0,1,2,0,0,0,20.35
Qp0GNCgBBAm34QIV_Yx2JA,0,0,1,0,3,0,0,0,0.28
Puxz2XemDgSIUsQiU0fWTg,0,0,0,0,9,0,0,0,0.54
q0slvkf6RZ5rzqLe2gvxmQ,0,0,0,0,1,6,0,0,1.2000000000000002
FPkQwBv94MmoSw9OQlAjdw,0,0,0,0,4,0,0,0,0.24
rLp86r5FsFBXYkm1uVTZHg,0,0,0,0,1,0,0,0,0.06
ZDtWCrePtRwKwdM70IJd3A,0,0,13,1,26,6,3,2,4.32
WnI11IQwx-pcjTOEejGJsg,0,0,0,0,8,1,0,0,0.6699999999999999
4psyJz1oa1J9K1tM3IUxpw,0,75,0,0,5,0,0,0,7.8
rvzBrLBy91d5JmmQFgMYCA,0,0,0,0,1,0,0,0,0.06
4z02awwAdutJ6c_8VUaHQA,0,326,0,0,47,0,0,0,35.42
M5V3NWpKI3c9jit9sR8-Nw,0,0,0,0,2,0,0,0,0.12
iZJ4QSB0nS21CDns2Q1H0w,0,0,0,0,1,2,0,1,0.49
z9XK_ltDgleHU2Ha6Mz97g,0,0,0,0,5,0,0,0,0.3
99ZGNPFRmbSziVfj-rFtXw,0,0,0,0,1,0,0,0,0.06
r_-XXD6KDsmP6W_bIkUqpw,0,0,0,0,20,0,0,0,1.2
FDD4RLQwEI3zsZJ1zFJIBA,0,0,1,0,19,0,0,1,1.29
-TMDrC66dvClx5Z7Hdzrfw,0,0,1,0,42,10,1,9,5.0
f5u3Ncz4Ugo3NMQ7Bs6_cg,0,0,0,0,5,0,0,0,0.3
3bzBocdIKHF_AoCa2vw6zQ,0,0,0,0,2,0,0,0,0.12
m-Pnm53eK4NFW6keiL7yjQ,0,0,13,2,149,81,11,6,26.52
IQsblLwqFP_fRLVgo2-7yg,0,0,0,0,3,2,0,1,0.6100000000000001
DN7th1hJ8rQrfWgsNd4cbg,0,519,24,6,37,2,0,1,57.730000000000004
tNllPn1pQcW-Jd5tR9XXjw,0,0,0,0,2,0,0,0,0.12
uvBC7_Qetlzf__3Zv_avkg,0,0,0,0,2,0,0,0,0.12
d1Xk-l85wijaOXThzCBaEg,0,0,0,0,1,0,0,0,0.06
752fOR_HAwFhTjWFKck9yw,0,0,0,0,1,0,0,0,0.06
C4msTTrXdkdySga4OmhnnQ,0,0,0,0,2,0,0,0,0.12
OL6h77k10peVF1p27_kmng,0,0,0,0,1,0,0,0,0.06
qNIQMlUNGlPtWwCdjobdqw,0,0,0,0,2,0,0,0,0.12
RGB-tjGWu1Cusxg13SyskA,0,0,0,0,3,0,0,0,0.18
2PMqgo9c88_xeLDWcGgLeQ,0,165,43,4,12,115,44,65,48.46
3HxZm1rf6_aWYIW4AKW1OA,0,0,0,0,1,0,0,0,0.06
CE1wlQ0U-OukE2FkP9nWbQ,0,0,0,0,1,0,0,0,0.06
9pENh9FE9QVKvUygTttM9g,0,0,0,0,6,1,0,1,0.6000000000000001
aBOuVSO2baj6CZtmowYE2g,0,0,0,0,2,4,0,1,0.93
o5gnp64wOFuyywWLer4GiQ,0,0,0,0,4,0,0,0,0.24
e5iSUPkpuzW7JuDvFnqU4w,0,0,4,2,17,7,0,1,3.06
Mn0sR-PRC7YBxUKrGSgqEw,0,338,0,0,3,0,0,0,33.980000000000004
yRKmum5sg3oH2zQKS38WTw,0,0,0,0,8,2,1,1,0.9400000000000001
mEJaB1Qw2J8Sl3hHDSSAyw,0,0,1,0,14,2,3,2,1.51
lgvI3jFaZLPSX4NYYcGPBw,0,0,0,0,6,1,0,0,0.55
LE2eV91r3qFbn5S2LH4GRg,0,0,0,0,16,1,0,0,1.15
aw973Pm1nrTbRjP4zY9B9g,7,332,210,27,762,174,151,67,144.72
ejszZdGTcZ52Q5iAa55nGw,0,0,0,0,5,1,0,0,0.49
kFxLgZ0ikDeoHvFSLXRzfw,0,120,0,0,1,0,0,0,12.06
iWMxMUWNXfdvVl9oXSaltA,1,332,44,9,34,31,9,15,47.77
qic3L7VCYe29lE-qPBYRUg,0,0,0,0,7,1,0,0,0.61
fpN4aX4VS9zlyPR5UDAIZg,0,0,0,0,32,0,1,0,1.95
8jc4S7dF-TOVAmIRVCkxbg,0,0,0,0,2,0,0,0,0.12
HyrFKNe43hPHVFoFgZ7AuQ,0,0,0,0,22,0,0,0,1.3199999999999998
EUyJA55kqx01CeJtwi-TFQ,0,0,0,0,1,0,0,1,0.11
Siy2WSCKgrlViLhYD5zjwA,0,0,0,0,2,3,0,0,0.6900000000000001
CpWA716WMuMMlSzTDaRb0A,0,0,0,0,11,0,0,0,0.6599999999999999
f4ZgDR39hYwYfSZiCsWqBw,0,0,0,0,2,1,0,0,0.31
0oXnI6JhVepRaZGoQ1lBuQ,0,0,0,0,5,1,0,0,0.49
JHjyR41eICBhQDPAZi4GnA,0,0,0,0,1,0,0,0,0.06
WoiPTn4_aaLv0kUGgu_i-A,0,0,1,0,24,12,2,0,3.8800000000000003
329ah7RpbNIRQfhJ3HuQzQ,0,0,0,0,1,0,0,0,0.06
7vmXDV1BS3LbyvWaWc0eTQ,0,0,0,0,9,1,2,0,0.79
-3CBvA_8mWYRsKcFtljctg,0,0,1,0,10,1,1,0,0.9199999999999999
RUNwsPFsmCR7kZgm3qX6Eg,0,0,0,0,2,0,0,0,0.12
iz2OkGBQK_4Qh6y7OTYIZg,0,0,0,0,1,0,0,0,0.06
HnLtM53Ko1BY7DS737I06Q,0,0,0,0,2,0,0,0,0.12
ioT4UHRwWlbAidIJHfnvOg,0,0,7,0,154,1,0,0,10.129999999999999
fT441Yp2UvOYP553y3qtgA,0,0,0,0,19,27,13,1,6.709999999999999
sLOkjHvQdE3I_CwtAR7-tA,0,0,0,0,5,0,0,0,0.3
5qATGgyXQV26f-MMIfPi8g,0,0,0,0,1,8,0,0,1.58
kTMdpwkhURSzOT4tQFYglA,0,0,0,0,3,7,0,1,1.56
7VwyLroMuUJNaDd5wOA0xQ,0,0,0,0,5,0,0,0,0.3
Kc2BSvN9QsqTCIIdG8LOVw,0,0,1,0,4,0,0,1,0.38999999999999996
ruEzfuJrJCDw0JLZCZO8og,0,0,0,0,2,0,0,0,0.12
9SkX7-3vaXTZmc7RwjEdQg,0,0,0,0,1,5,0,0,1.01
IQoCqSsvf6ImCYsq_cLsMA,0,0,0,0,17,0,0,2,1.12
tdGJs36GDLQtp_NwWbCYJg,0,0,0,0,2,0,0,0,0.12
7pkPuDBXfMs5f_d7elD1Ww,0,0,0,0,1,0,0,0,0.06
1FzVtHmRkfh2R37zFAFFFA,0,0,4,4,47,3,0,0,4.31
1dHvoDJ0koWQOSJAHPnG9w,0,0,0,0,1,0,0,0,0.06
VcvskXErx-CnQg-ekJ2ETA,0,0,0,0,2,0,0,0,0.12
1U-GPpWLdzMf6aCwHtLjkQ,0,0,0,0,3,0,0,0,0.18
UMnc3xNt8bGPxljaKLkuaw,0,0,0,0,1,0,0,0,0.06
njG5NPOXvwyhWOroVti1aA,0,0,0,0,1,10,4,0,2.08
nEpTUCPnmSryzTguENSpNw,0,0,0,0,2,0,0,0,0.12
9EDCSPy0G_BRIXbeEXZKow,0,0,0,0,2,0,0,0,0.12
p4tWLsf7H-m2qRIZO95jDg,0,0,0,0,1,0,0,0,0.06
S09a_OzUaS8_wJktYtiI9g,0,0,0,0,1,0,0,0,0.06
PdhegZkEXoaXw0WQXjOX8Q,0,0,0,0,3,0,0,0,0.18
Lda14cbW0Mp6ZK8cvxVR5Q,0,0,0,0,8,0,0,0,0.48
viCbtaSe8CHB9HAdpeBiNQ,0,0,4,0,30,3,0,0,2.7699999999999996
1fl1juu9tkXj9E2qyrNNAg,0,0,0,0,1,0,0,0,0.06
lVZg3OtsVBBgO1PlUYzAgg,0,0,0,0,1,1,0,0,0.25
EvdW4vj6NA1vgTQLQctVlA,0,0,0,0,8,1,1,0,0.7
LNUySqVBH33JinJ14uDYgw,0,0,0,0,8,2,0,0,0.86
na9455HpsjHMUxkapcUzIw,0,0,0,0,1,0,0,0,0.06
CoPk1wrN7yQGJBvOQkSq-Q,0,0,0,0,1,0,0,0,0.06
i6ZqOMutYUO4M0NqfmzjIQ,0,202,0,0,5,0,0,1,20.550000000000004
o2Dp_fySdUez9ILchx_DAw,0,0,0,0,2,0,0,0,0.12
829e5X360i8nJTzgqyKQ_g,0,0,1,0,2,0,0,0,0.22
FTrfks7RPKc0qLlwvjBg2g,0,0,1,0,2,0,0,0,0.22
6EwOWrevppNnU6pVvS_w4w,0,0,2,0,5,0,0,0,0.5
Lntph0sFODuBcSZBxa2d7A,0,0,0,0,3,0,0,0,0.18
-ehECq5iaPu1mO7CacztQg,0,0,1,0,3,0,0,0,0.28
fAmxIkSBv2Kp6erXXnBTYA,0,0,0,0,2,0,0,0,0.12
QHXq88u_C_9hv5HnEObTiA,0,0,1,0,2,0,0,1,0.27
4Ei7bcfJGpJLm2h9hXHmLg,0,0,4,0,11,1,0,4,1.45
vqxEDPr2vSopn3VwuzsAmQ,0,0,0,0,5,0,0,0,0.3
cmKCnMRvKsRPrSzFY4p8Rg,0,0,0,0,5,2,0,0,0.6799999999999999
Gl5BdmyPV_h_SoNQMJ1hwg,0,0,0,0,2,0,0,0,0.12
uzQaHMhhdkRmxoz7MTQOWw,0,0,1,2,20,1,0,0,1.75
1sTsnjReN9ROLz-MaF1rLA,0,0,0,0,1,0,0,0,0.06
i5jSTSpXJtvM-ExWRttglw,4,75,76,13,85,51,12,33,33.79
KCZCC20st28BXTwHr9JU7g,0,84,14,3,27,33,6,4,18.46
BJixoobR3y4sdiBnCbgl-A,0,0,2,1,20,11,0,0,3.62
B6nmizDa7hy79aC6YI2YAg,0,0,0,0,4,0,0,0,0.24
f4sJgkdr5IA8Vm4_tvjbOw,0,0,0,0,1,0,0,0,0.06
oXqQ2Fdq8VH0e4SWBI4KVQ,0,0,0,0,4,0,0,0,0.24
Y4zUAWzESHRVJ2C-H-SLXA,0,0,0,0,5,0,0,0,0.3
F3qAHi2Li7PrLDSJFWcXVw,0,0,0,0,1,0,0,0,0.06
NphspbAp16JmxN0ylIMyUQ,0,0,0,0,2,0,0,0,0.12
IdpoIMpqpQfRAQo_pAgOIw,0,0,2,0,30,0,0,0,1.9999999999999998
xQdYubbQcpW5SITH2VXpXA,0,0,2,77,7,0,0,0,10.629999999999999
rs8KHD_j__JLrKQWFgtsuA,0,0,0,0,3,0,0,0,0.18
RH7u11DDCbQ5S5Ffpq4o-w,0,0,0,0,1,0,0,0,0.06
L2fiyxddcYA2SbyrSLRfJw,0,0,0,0,1,0,0,0,0.06
k_TbvE7iStRtLRVT2rzwcQ,0,0,0,0,1,0,0,0,0.06
mzhDh3WwLW20fEKVrhACSw,0,0,0,0,4,0,0,0,0.24
dBanwmTNNu3empAZ21hrVQ,0,0,0,0,8,1,1,1,0.75
-CCBKWlrHrN5aL2zhTANvQ,0,0,1,0,13,9,1,0,2.6199999999999997
4RPoL43xMd8EdL_a6a0aEA,0,0,0,0,1,0,0,0,0.06
lmhIiA9y-LYx2Usi39DyYA,0,0,0,0,3,0,0,0,0.18
4w2wXc8hGsgxpn--sUMB6w,0,0,1,0,8,0,0,2,0.6799999999999999
mDRYF12vqUep2XjAUX9KAQ,0,0,0,0,19,7,1,0,2.4999999999999996
JvmHGzonGPO2e62rQutnCw,0,0,0,0,1,0,0,0,0.06
v7mYradfTFH-UzSPpDPd0g,0,0,0,0,7,0,0,0,0.42
pEfIPtGa3e55hEREUvu1iw,0,0,2,0,1,0,0,0,0.26
aXjVkEJoQUwlLtQGPibAdA,0,0,0,0,4,0,0,0,0.24
JGWS-f-aCpko03nsBuIPRA,0,0,0,0,7,0,0,0,0.42
2f_pVxImXu2Y6SclpAEXZg,0,0,0,0,12,4,0,0,1.48
P2kPbnWYLA-4zZ344_8neQ,0,0,0,0,1,0,0,0,0.06
x0fJ6FjaZhtTQe6_UlTumQ,0,281,1,0,18,2,2,0,29.72
XGDqs7cVtHpTcY_7-aQa9w,0,0,0,0,1,0,0,0,0.06
FVZ5Y4TLpvEYiPVZeQOM0A,0,0,0,0,4,1,0,0,0.43
AJ8FRf9pQs1Y3YYLWDDQLg,0,0,0,0,1,0,0,0,0.06
50I2yugofcxQwfBB_FSrQg,0,0,0,0,2,0,0,0,0.12
pMLJEBkudKw6Bj9SU3I64w,0,0,0,0,3,0,0,0,0.18
wm97KC6G0resSDXTmNIMKw,0,1153,498,57,1262,319,295,296,332.49000000000007
qukqQYrOAXue29Jc90hr4g,0,0,0,0,2,0,0,0,0.12
7l5o6GVCJn1C9Egrs86RTQ,0,210,1,0,1,0,0,0,21.16
KT4_blnEc5WhjzWRA7JwnA,0,0,0,0,2,1,0,0,0.31
OUJlWFSdLLXApq8Iv_HlFA,0,0,1,0,7,6,1,0,1.6900000000000002
8MGQJ3xMKNoQHT26tkx7cw,0,0,0,0,4,0,0,0,0.24
fxF7Eb6caioZwy4IBB0G0w,0,0,0,0,1,0,0,0,0.06
4WTy3jmquDH9NqEraHDYAA,0,0,1,1,7,0,0,0,0.65
P0FBRnBogn06YOpDhkjgaQ,0,0,0,0,1,0,0,0,0.06
1HQQs_7N67UtK5W-b2O0Gg,0,0,0,0,2,0,0,0,0.12
RpvmM2hHDrDbGcFzgSG2Aw,0,0,0,0,3,0,0,0,0.18
AcUdHbEeq3S7Ot1KIpql7g,0,0,1,0,7,7,1,0,1.8800000000000001
pIly-tywbcso8SXU8F65QA,0,0,0,0,8,3,0,0,1.05
ryR4JOJ3J3rliESbw9vX6w,0,0,0,0,2,0,0,0,0.12
Fua4wspyBwJYSC47FlYZSg,0,0,0,0,1,0,0,0,0.06
aRBFKDKgIfqtn83ZI4oNSQ,0,0,0,0,3,0,0,0,0.18
K4Mfr0usDfjfqfC7lcUfaQ,0,0,0,0,4,0,0,0,0.24
MPDbRbEYM8mVAu-AdCZVjg,0,0,0,0,1,0,0,0,0.06
RE2Z0gg4evEYzdBQNEQSkw,0,0,0,0,7,0,0,0,0.42
7IymBUqTaH1pwSY9kT22fg,0,0,0,0,6,7,1,0,1.72
KlxsPvcEiDalD8N55PUx7w,0,0,0,0,2,0,0,0,0.12
pKklhp5q1h9okoAWFAwG1w,0,0,0,0,2,0,0,0,0.12
P3vUOjis6BU2j5u6Xn3nEw,0,0,0,0,7,0,0,0,0.42
scROWZHrRHRsxbQHvHarNA,0,0,0,0,5,0,0,0,0.3
cR7ieGIx16UKyymlz1gs0Q,0,430,8,13,14,22,0,1,50.559999999999995
SMgreKBQn3UQIA6OcAilzQ,0,0,0,0,4,0,0,0,0.24
9LAv54_0GojwwENLZqzBaA,0,0,0,0,7,0,0,0,0.42
4H_sZ7c_zYuhBMJPDQZIyg,0,0,0,0,22,4,0,1,2.13
uul3_38sGVt4FHMeuFc8Tw,0,0,0,0,1,0,0,0,0.06
xOe6ZoeAbZb21ng8HhomMA,0,0,0,0,1,0,0,0,0.06
Vpb1QzzOjiZE49-ypWIPYA,0,0,0,0,16,4,0,5,1.97
SbtODw87_ec-Bq5K9nEhFw,0,0,0,1,11,2,2,0,1.23
5y0VO9Oohqx4AeAkSEWFSQ,0,0,0,0,3,0,0,0,0.18
nReIoYbimMkCpxWI6Qe50Q,0,0,0,0,7,0,0,0,0.42
fXfkl73mKVCdaaCdUOTxlA,0,0,0,0,2,0,0,0,0.12
leYV-d6DDvy7oshpyaq5WA,0,0,0,0,1,0,0,0,0.06
FWZ8ERgKiCaKvI5KbMVAgQ,0,0,0,0,1,0,0,0,0.06
MJ8bnafypYwysBDT1E7gFQ,0,0,0,0,3,0,0,0,0.18
U12lCOiNEg10UH7KtBGn2g,0,0,0,0,1,0,0,0,0.06
CAqTRA6o_19Bgresxn6R1w,0,0,0,0,16,1,0,0,1.15
H-0hMhnROmb2TJG12U716g,0,0,0,0,1,0,0,0,0.06
bsRj20h6r_WBdffZaQaUhg,0,0,1,0,25,0,0,0,1.6
8_CNeIVDrYqFhaUHBKUVlA,0,0,0,0,9,0,0,0,0.54
UwbvnmHyzJfg1FJBoe0tGg,0,0,0,0,3,0,0,0,0.18
aSL7lIV8PuLsPB-9m-3Zmw,0,0,0,0,1,2,0,0,0.44
BH_8hwrP1wwRHVTE8O3LEg,0,0,0,0,16,3,0,1,1.58
